Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,unknownProduct
200,OPID200,CPY825135,SISMA S.p.A.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Active,9) Booked,,"Wednesday, 4 July 2018"," 80,000.00 € ", One-Time ," 80,000.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 80,000.00 € ",100%,43282,Forecast,Revenue,#REF!,  ,"Wednesday, 4 July 2018",< 2020,,2018-Q3,,,1,0,9,1 - Revenue,TCV,80000,TCV,Forecast,Unhide,1900-52,Euros,€,Hyperganic Print
207,OPID207,CPY825664,Smart International Inc. / Kodak,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
208,OPID208,CPY8254957,SOHBI CRAFT POLAND Sp. z o. o.,Workflow | Mold Design,,Tool Making,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Tool Making
209,OPID209,CPY825140,Solidscape,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
210,OPID210,CPY825678,Spee3D (Effusiontech Pty Ltd),Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
211,OPID211,CPY825800,Star Rapid,"Workflow | Scale, Repair, Custom",,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
212,OPID212,CPY825801,Stratasys Direct,Workflow | CT Scan Visual Separation,,Discovery,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
213,OPID213,CPY8251021,Straumann Group / Institut,Workflow | Jawbone Infill,,Discovery,Markus Finke,,Closed,4) Project Definition,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
214,OPID214,CPY825144,Structo 3D,Hyperganic Print | Velox,,Hyperganic Print,Markus Finke,,Active,9) Booked,,"Friday, 18 October 2019"," 43,350.00 € ", ARR ," 130,050.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 43,350.00 € ",100%,43739,Forecast,Revenue,#REF!,  ,"Friday, 18 October 2019",< 2020,,2019-Q4,,,1,0,9,1 - Revenue,ARR,43350,TCV,Forecast,Unhide,1900-52,Euros,€,Hyperganic Print
217,OPID217,CPY825144,Structo 3D,Hyperganic Print | DentaForm,,Hyperganic Print,Markus Finke,,Active,4) Project Definition,,"Friday, 28 January 2022"," 43,350.00 € ", ARR ,,,2,1,3,1,3,,50%,#REF!,#REF!,," 21,675.00 € ",50%-75%,44562,Forecast,Revenue,#REF!,  ,"Friday, 28 January 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,1 - Revenue,ARR,43350,,Forecast,Unhide,1900-52,Euros,€,Hyperganic Print
218,OPID218,CPY8251045,Swarovski,Hyperganic Print | Glass,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
219,OPID219,CPY8254883,tangible engineering GmbH,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
220,OPID220,CPY8251118,TechMed3D Inc.,Workflow | Mass Customisation,,Orthotics,Markus Finke,,Paused,3) Project Evaluation,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Orthotics
221,OPID221,CPY825151,TRUMPF Laser- und Systemtechnik GmbH,Conformal Cooling,,Tool Making,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Tool Making
222,OPID222,CPY8251066,Twente Additive Manufacturing B.V.,Hyperganic Print | Concrete,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,I) missing technical features,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
223,OPID223,CPY8251024,Under Armour,Hyperganic Emboss for Footwear,,Footwear,Markus Finke,,Active,6) Negotiation,,"Thursday, 24 February 2022"," 7,504.40 € ", ARR ," 7,504.40 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 7,504.40 € ",100%,44593,Forecast,Revenue,#REF!,  ,"Thursday, 24 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",6,1 - Revenue,ARR,19504.4,TCV,Forecast,Unhide,1900-52,Euros,€,Footwear
223,OPID223,CPY8251024,Under Armour,Hyperganic Emboss for Footwear,,Footwear,Joris Debo,,Active,8) Forecast (Renewal),,"Thursday, 24 February 2022"," 12,000.00 € ", ARR ,,,4,,3,3,3,4,85%,#REF!,#REF!,," 10,200.00 € ",75%-99%,44593,Forecast,Revenue,#REF!,  ,"Thursday, 24 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,8,1 - Revenue,ARR,19504.4,,Forecast,Unhide,1900-52,Euros,€,Footwear
224,OPID224,CPY825428,UNIZ TECHNOLOGY LLC.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
225,OPID225,CPY8254966,VIVOBAREFOOT Limited,Workflow | Footwear MC,,Footwear,Markus Finke,,Active,9) Booked,,"Wednesday, 15 July 2020"," 83,400.00 € ", ARR ," 166,800.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 83,400.00 € ",100%,44013,Forecast,Revenue,#REF!,  ,"Wednesday, 15 July 2020",> 2020,,2020-Q3,,,4,0,9,1 - Revenue,ARR,166800,TCV,Forecast,Unhide,1900-52,Euros,€,Footwear
225,OPID225,CPY8254966,VIVOBAREFOOT Limited,Workflow | Footwear MC,,Footwear,Markus Finke,,Active,8) Forecast (Renewal),,"Friday, 15 July 2022"," 83,400.00 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 83,400.00 € ",100%,44743,Forecast,Revenue,#REF!,  ,"Wednesday, 15 July 2020",> 2020,,2022-Q3,"300,000 €","210,000 €",5,"42,000 €",8,1 - Revenue,ARR,166800,,Forecast,Unhide,1900-52,Euros,€,Footwear
232,OPID232,CPY8251039,Voest Alpine,Engineering,,,Markus Finke,,Closed,1) Prospect,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Unknown
233,OPID233,CPY825737,W2P Engineering GmbH (Way to Production),Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
234,OPID234,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,3) Project Evaluation,C) no progress,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,1,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
235,OPID235,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,8) Forecast,C) no progress,"Thursday, 30 June 2022",,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",8,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
236,OPID236,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,8) Forecast,C) no progress,"Thursday, 30 June 2022",,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",8,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
237,OPID237,CPY825158,WASP c/o CSP S.r.l.,Hyperganic Print | Concrete,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
238,OPID238,CPY825838,WiiVV,Workflow | Insole,,Footwear,Markus Finke,,Paused,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
239,OPID239,CPY8251049,Würth,Engineering | Cooling Box,,,Markus Finke,,Closed,6) Negotiation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,6,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Unknown
240,OPID240,CPY8251055,Wyss Institute for Biologically Inspired Engineering at Harvard University,Hyperganic Print | FDM Multimaterial,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
241,OPID241,CPY825806,X3D Print,"Workflow | Scale, Repair, Custom",,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
242,OPID242,CPY8251056,Xaar 3D Limited,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
243,OPID243,CPY825748,Xaar Plc,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
244,OPID244,CPY8251008,Xerox Limited,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
245,OPID245,CPY825162,Xioneer Systems GmbH,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,2) First Contact,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
246,OPID246,CPY825163,Xjet ltd,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
247,OPID247,CPY8251137,xolo GmbH,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,5) Pilot,J) have own solution,,,,,,2,1,,1,1,4,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
248,OPID248,CPY825807,Xometry,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
249,OPID249,CPY825944,Xtep,Workflow | Footwear,,Footwear,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
250,OPID250,CPY825164,XYZprinting Inc.,Hyperganic Print | Multimaterial,,Hyperganic Print,Sherman Lim,,Closed,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
251,OPID251,CPY8251111,"Zhejiang Red Dragonfly Footwear Co., Ltd.",Workflow | Footwear,,Footwear,Markus Finke,,Paused,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
252,OPID252,CPY8255038,Selle Royal S.p.a.,Workflow | Saddle Customization,,Saddles,Markus Finke,,Active,9) Booked,,"Tuesday, 31 August 2021"," 54,945.00 € ", ARR ," 274,725.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 54,945.00 € ",100%,44409,Forecast,Revenue,#REF!,  ,"Tuesday, 31 August 2021",> 2020,,2021-Q3,"100,000 €","80,000 €",6,"13,333 €",9,1 - Revenue,ARR,109890,TCV,Forecast,Unhide,1900-52,Euros,€,Saddles
252,OPID252,CPY8255038,Selle Royal S.p.a.,Workflow | Saddle Customization,,Saddles,Markus Finke,,Active,8) Forecast (Renewal),,"Saturday, 31 August 2024"," 54,945.00 € ", ARR ,,,4,3,3,1,3,4,90%,#REF!,#REF!,," 49,450.50 € ",75%-99%,45505,Forecast,Revenue,#REF!,  ,"Tuesday, 31 August 2021",> 2020,,2024-Q3,,,1,0,8,1 - Revenue,ARR,109890,,Forecast,Unhide,1900-52,Euros,€,Saddles
253,OPID253,CPY82572,HP Inc.,Workflow | Dental Aligner,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,3,,,,15%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
254,OPID254,CPY8255030,Sunshine Smile GmbH,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Active,4) Project Definition,,"Tuesday, 1 February 2022"," 10,000.00 € ",,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 5,000.00 € ",50%-75%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 1 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,Clear Aligner
255,OPID255,CPY8251045,Swarovski,Workflow | Object Deformation Feedback Loop,,Discovery,Markus Finke,,Active,3) Project Evaluation,,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
256,OPID256,CPY825182,Aerosint SA,Hyperganic Print | Multi Material,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
257,OPID257,CPY82552,EOS GmbH Electro Optical Systems,Workflow | Spare Parts,,Discovery,Markus Finke,,Paused,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
258,OPID258,CPY82557,"Farsoon High-Tech Co., Ltd.",Hyperganic Print | Powder Bed Printing,01 Jan 2020,Hyperganic Print,Yiyi Lin,Outreach | Cold,Paused,3) Project Evaluation,J) have own solution,"Thursday, 30 June 2022",,,,,2,1,3,1,1,2,50%,#REF!,#REF!,, -   € ,50%-75%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,#N/A,#N/A,0,,Forecast,Unhide,2020-1,,,Hyperganic Print
259,OPID259,CPY8255013,Demant A/S,Workflow | Hearing Aid,,Audiology,Markus Finke,,Paused,3) Project Evaluation,I) missing technical features,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Audiology
262,OPID262,CPY8255067,nivellmedical AG Switzerland,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Clear Aligner
265,OPID265,CPY8255070,CHARLES COOPER,Lattice App + Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Hyperganic Print
267,OPID267,CPY8251021,Straumann Group / Institut,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Clear Aligner
270,OPID270,CPY8255077,SMILE2IMPRESS SL.,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Active,3) Project Evaluation,,,,,,,,1,,1,,2,20%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Clear Aligner
271,OPID271,CPY8255116,Technische Universität München | Lehrstuhl für Produktentwicklung und Leichtbau,Hyperganic Lattice vs. Test Results,,Research,Markus Finke,,Closed,7) Project Implementation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Research
272,OPID272,CPY8255129,ARKK Copenhagen,Footwear Suite,,Footwear,Markus Finke,,Paused,4) Project Definition,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
273,OPID273,CPY8255049,OECHSLER AG,Lattice App + Hyperganic Print,,Discovery,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
274,OPID274,CPY8255042,Porsche AG,Piston 2.0,,Discovery,Markus Finke,,Active,4) Project Definition,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Discovery
275,OPID275,CPY825980,Covestro Deutschland AG,Material Validation (Catchall for indirect sales),01 Oct 2021,Material Validation,Abhishek Parekh,,Active,4) Project Definition,,"Wednesday, 30 March 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Wednesday, 30 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",4,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-39,Euros,€,Material Validation
276,OPID276,CPY8252242,BIOTECH Dental SAS,Hyperganic Core | Dental Workflows,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Clear Aligner
277,OPID277,CPY8251106,Evonik Industries AG,Material Validation (Catchall for indirect sales),05 Nov 2021,Material Validation,Abhishek Parekh,,Active,2) First Contact,,"Thursday, 30 June 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-44,Euros,€,Material Validation
277,OPID277,CPY8255123,"The Walking Company Holdings, Inc.",Workflow | Insoles,,Orthotics,Markus Finke,,Closed,3) Project Evaluation,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,20000,,Forecast,Unhide,1900-52,,,Orthotics
278,OPID278,CPY8255130,Saucony Inc,Hyperganic Emboss & Lattice,,Footwear,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
279,OPID279,CPY8255181,Feel the World Inc.,Hyperganic Emboss,,Footwear,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,Footwear
